Mes_año,Departamento,Precip_Total_mm,Temp_Media_C,Hum_Media_Pje,Produccion_kg,Precio_kg
2020-01,Montevideo,33.8,22.7,63.7,1743924.0,69.98
2020-01,Rocha,0.0,21.6,72.5,1743924.0,58.77
2020-01,Salto,0.0,24.4,70.4,1743924.0,58.77
2020-01,Soriano,100.6,23.4,70.0,1743924.0,58.69
2020-01,Tacuarembó,0.0,24.2,66.0,1743924.0,58.73
2020-02,Colonia,0.0,24.1,58.7,1420670.0,64.0
2020-02,Montevideo,44.6,22.7,64.8,1420670.0,73.24
2020-02,Rocha,0.0,21.2,76.0,1420670.0,58.17
2020-02,Salto,0.0,23.8,67.4,1420670.0,58.17
2020-02,Soriano,69.8,22.6,68.9,1420670.0,58.17
2020-02,Tacuarembó,0.0,24.6,64.0,1420670.0,57.91
2020-03,Colonia,0.0,25.3,66.0,1635940.0,82.21
2020-03,Montevideo,86.2,22.6,71.7,1635940.0,86.06
2020-03,Rocha,0.0,21.2,79.6,1635940.0,92.85
2020-03,Salto,0.0,24.1,68.6,1635940.0,92.85
2020-03,Soriano,72.4,23.0,71.5,1635940.0,92.85
2020-03,Tacuarembó,0.0,26.7,56.2,1635940.0,92.85
2020-04,Colonia,0.0,19.5,66.7,1609932.0,88.0
2020-04,Montevideo,125.8,17.6,76.8,1609932.0,92.0
2020-04,Rocha,0.0,17.5,80.3,1609932.0,93.83
2020-04,Salto,0.0,18.0,71.4,1609932.0,95.43
2020-04,Soriano,126.8,16.9,75.1,1609932.0,94.73
2020-04,Tacuarembó,0.0,20.9,58.0,1609932.0,94.65
2020-05,Colonia,0.0,17.2,63.2,1380928.0,87.91
2020-05,Montevideo,84.8,14.3,73.9,1380928.0,92.19
2020-05,Rocha,0.0,14.1,77.8,1380928.0,87.6
2020-05,Salto,0.0,14.9,75.7,1380928.0,93.46
2020-05,Soriano,23.4,13.8,76.6,1380928.0,87.6
2020-05,Tacuarembó,0.0,18.2,58.8,1380928.0,87.6
2020-06,Colonia,0.0,13.7,71.3,1446727.0,88.4
2020-06,Montevideo,238.2,11.3,87.9,1446727.0,93.04
2020-06,Rocha,0.0,12.2,87.4,1446727.0,90.0
2020-06,Salto,0.0,13.1,84.5,1446727.0,93.75
2020-06,Soriano,92.4,11.4,84.4,1446727.0,90.0
2020-06,Tacuarembó,0.0,13.0,72.9,1446727.0,90.0
2020-07,Colonia,0.0,10.1,73.2,1682632.0,88.69
2020-07,Montevideo,33.2,9.5,76.9,1682632.0,92.61
2020-07,Montevideo,33.2,9.5,76.9,1682632.0,74.0
2020-07,Rocha,0.0,10.2,78.1,1682632.0,90.0
2020-07,Salto,0.0,10.9,76.3,1682632.0,90.73
2020-07,Soriano,16.0,9.5,77.4,1682632.0,90.0
2020-07,Tacuarembó,0.0,11.3,74.1,1682632.0,90.0
2020-08,Colonia,0.0,12.8,68.1,1553499.0,86.04
2020-08,Montevideo,63.2,12.2,72.0,1553499.0,92.15
2020-08,Montevideo,63.2,12.2,72.0,1553499.0,74.0
2020-08,Rocha,0.0,11.6,78.2,1553499.0,81.94
2020-08,Salto,0.0,15.0,65.9,1553499.0,89.25
2020-08,Soriano,32.4,13.0,70.9,1553499.0,81.55
2020-08,Tacuarembó,0.0,13.8,68.9,1553499.0,81.55
2020-09,Colonia,0.0,12.7,73.2,,90.08
2020-09,Montevideo,62.2,12.2,73.4,,94.77
2020-09,Montevideo,62.2,12.2,73.4,,74.0
2020-09,Rocha,0.0,11.7,79.6,,86.33
2020-09,Salto,0.0,15.1,72.4,,91.67
2020-09,Soriano,92.8,13.2,73.2,,86.3
2020-09,Tacuarembó,0.0,13.8,73.2,,86.37
2020-10,Artigas,102.2,20.4,65.6,1837274.0,89.48
2020-10,Colonia,0.0,15.6,76.4,1837274.0,89.76
2020-10,Montevideo,67.6,15.2,74.4,1837274.0,96.92
2020-10,Montevideo,67.6,15.2,74.4,1837274.0,64.28
2020-10,Rocha,0.0,14.8,80.1,1837274.0,89.48
2020-10,Salto,0.0,19.1,65.7,1837274.0,100.13
2020-10,Soriano,42.4,16.7,71.4,1837274.0,89.48
2020-10,Tacuarembó,0.0,17.1,71.9,1837274.0,89.48
2020-11,Artigas,205.8,21.9,61.8,1606593.0,94.5
2020-11,Colonia,0.0,18.7,72.6,1606593.0,98.5
2020-11,Montevideo,36.6,18.7,69.5,1606593.0,103.96
2020-11,Montevideo,36.6,18.7,69.5,1606593.0,87.58
2020-11,Rocha,0.0,17.7,76.4,1606593.0,92.33
2020-11,Salto,0.0,21.7,60.6,1606593.0,102.5
2020-11,Soriano,33.2,21.3,58.4,1606593.0,94.5
2020-11,Tacuarembó,0.0,20.9,62.9,1606593.0,94.5
2020-12,Artigas,0.0,23.6,61.1,1740742.0,100.1
2020-12,Colonia,0.0,22.2,49.5,1740742.0,103.85
2020-12,Montevideo,63.8,21.1,62.3,1740742.0,107.01
2020-12,Montevideo,63.8,21.1,62.3,1740742.0,92.09
2020-12,Rocha,0.0,20.6,69.4,1740742.0,100.1
2020-12,Salto,0.0,22.9,64.7,1740742.0,113.68
2020-12,Soriano,27.4,22.9,57.4,1740742.0,101.71
2020-12,Tacuarembó,0.0,22.8,60.2,1740742.0,101.71
2021-01,Artigas,0.0,29.0,48.0,1068071.0,106.52
2021-01,Colonia,0.0,23.1,18.0,1068071.0,113.61
2021-01,Montevideo,66.6,22.9,67.1,1068071.0,110.89
2021-01,Montevideo,66.6,22.9,67.1,1068071.0,118.74
2021-01,Rocha,0.0,22.1,74.3,1068071.0,107.0
2021-01,Salto,0.0,24.5,67.4,1068071.0,126.01
2021-01,Soriano,51.4,24.9,58.0,1068071.0,107.0
2021-01,Tacuarembó,0.0,24.6,63.6,1068071.0,107.0
2021-02,Artigas,0.0,28.4,49.3,1377654.0,110.2
2021-02,Colonia,0.0,22.2,71.2,1377654.0,111.86
2021-02,Montevideo,125.4,21.6,76.7,1377654.0,116.64
2021-02,Montevideo,125.4,21.6,76.7,1377654.0,110.6
2021-02,Rocha,0.0,21.3,82.6,1377654.0,110.2
2021-02,Salto,0.0,23.2,71.5,1377654.0,120.77
2021-02,Soriano,59.8,22.6,70.6,1377654.0,110.2
2021-02,Tacuarembó,0.0,22.9,73.3,1377654.0,110.2
2021-03,Artigas,0.0,28.1,48.1,1694998.0,99.83
2021-03,Colonia,0.0,20.8,77.7,1694998.0,92.26
2021-03,Montevideo,87.6,20.7,76.7,1694998.0,97.64
2021-03,Montevideo,87.6,20.7,76.7,1694998.0,83.4
2021-03,Rocha,0.0,20.2,83.9,1694998.0,99.83
2021-03,Salto,0.0,22.1,74.4,1694998.0,102.31
2021-03,Soriano,90.8,21.4,72.2,1694998.0,99.83
2021-03,Tacuarembó,0.0,21.7,75.3,1694998.0,99.83
2021-04,Artigas,1.2,25.4,51.9,1732341.0,95.5
2021-04,Colonia,0.0,19.3,79.0,1732341.0,78.18
2021-04,Montevideo,77.2,18.9,79.6,1732341.0,87.65
2021-04,Montevideo,77.2,18.9,79.6,1732341.0,77.0
2021-04,Rocha,10.0,17.8,83.8,1732341.0,95.0
2021-04,Salto,0.0,20.5,78.0,1732341.0,95.59
2021-04,Soriano,135.6,18.8,77.1,1732341.0,95.27
2021-04,Tacuarembó,0.0,19.4,79.5,1732341.0,95.0
2021-05,Artigas,73.4,13.5,73.9,1713246.0,97.15
2021-05,Colonia,152.2,13.4,72.8,1713246.0,85.0
2021-05,Montevideo,86.2,12.7,77.6,1713246.0,86.73
2021-05,Montevideo,86.2,12.7,77.6,1713246.0,73.59
2021-05,Rocha,65.0,13.0,78.9,1713246.0,79.67
2021-05,Salto,0.6,12.4,78.0,1713246.0,92.69
2021-05,Soriano,74.8,11.9,75.3,1713246.0,97.08
2021-05,Tacuarembó,5.0,12.9,77.8,1713246.0,96.92
2021-06,Artigas,116.3,12.2,81.5,1760936.0,87.4
2021-06,Colonia,88.2,11.2,80.2,1760936.0,78.74
2021-06,Montevideo,133.6,11.1,81.5,1760936.0,82.35
2021-06,Montevideo,133.6,11.1,81.5,1760936.0,62.0
2021-06,Rocha,165.8,11.9,84.7,1760936.0,73.27
2021-06,Salto,96.8,11.6,84.7,1760936.0,89.06
2021-06,Soriano,77.2,10.6,81.1,1760936.0,87.4
2021-06,Tacuarembó,44.8,11.1,83.4,1760936.0,87.59
2021-07,Artigas,10.1,12.5,74.2,1908050.0,76.84
2021-07,Colonia,77.8,11.1,75.0,1908050.0,73.71
2021-07,Montevideo,48.8,10.7,77.5,1908050.0,77.93
2021-07,Montevideo,48.8,10.7,77.5,1908050.0,62.0
2021-07,Rocha,91.2,10.2,81.6,1908050.0,66.23
2021-07,Salto,0.4,8.8,83.6,1908050.0,84.95
2021-07,Soriano,77.8,10.5,75.8,1908050.0,76.84
2021-07,Tacuarembó,100.6,10.9,80.5,1908050.0,76.84
2021-08,Artigas,18.8,15.0,76.2,2223545.0,70.04
2021-08,Colonia,79.6,11.7,78.4,2223545.0,70.76
2021-08,Montevideo,64.2,11.3,82.5,2223545.0,75.0
2021-08,Montevideo,64.2,11.3,82.5,2223545.0,62.0
2021-08,Rocha,62.8,12.0,88.4,2223545.0,61.69
2021-08,Soriano,27.8,11.7,75.3,2223545.0,70.04
2021-08,Tacuarembó,50.0,12.4,82.5,2223545.0,70.04
2021-09,Artigas,138.3,17.1,77.9,,74.31
2021-09,Colonia,199.2,14.6,82.7,,73.81
2021-09,Montevideo,112.0,14.2,83.0,,76.65
2021-09,Montevideo,112.0,14.2,83.0,,62.0
2021-09,Rocha,118.4,14.4,88.6,,64.54
2021-09,Salto,4.2,16.9,75.3,,74.04
2021-09,Soriano,154.6,15.1,80.2,,74.31
2021-09,Tacuarembó,130.0,15.4,83.4,,74.31
2021-10,Artigas,40.9,18.8,66.7,2149743.0,74.38
2021-10,Colonia,21.8,17.0,68.0,2149743.0,73.86
2021-10,Montevideo,11.2,16.4,67.4,2149743.0,80.86
2021-10,Montevideo,11.2,16.4,67.4,2149743.0,62.64
2021-10,Rocha,35.4,14.3,78.2,2149743.0,64.59
2021-10,Salto,68.6,18.6,63.7,2149743.0,78.83
2021-10,Soriano,9.0,17.4,65.6,2149743.0,74.38
2021-10,Tacuarembó,25.4,17.8,67.5,2149743.0,74.38
2021-11,Artigas,97.1,22.0,64.1,1851473.0,79.0
2021-11,Colonia,158.4,20.1,67.5,1851473.0,78.82
2021-11,Montevideo,66.2,19.1,70.0,1851473.0,83.36
2021-11,Montevideo,66.2,19.1,70.0,1851473.0,70.85
2021-11,Rocha,33.4,18.0,80.0,1851473.0,67.67
2021-11,Salto,64.0,22.4,62.0,1851473.0,82.01
2021-11,Soriano,78.2,21.2,61.4,1851473.0,79.0
2021-11,Tacuarembó,7.2,21.6,62.9,1851473.0,79.0
2021-12,Artigas,17.8,24.8,57.5,1991031.0,77.04
2021-12,Colonia,58.2,22.5,69.9,1991031.0,75.68
2021-12,Montevideo,2.8,21.8,68.0,1991031.0,82.11
2021-12,Montevideo,2.8,21.8,68.0,1991031.0,70.73
2021-12,Rocha,26.2,20.1,78.9,1991031.0,66.54
2021-12,Salto,8.0,25.9,52.2,1991031.0,90.29
2021-12,Soriano,36.2,24.8,54.2,1991031.0,77.06
2021-12,Tacuarembó,0.2,24.7,55.9,1991031.0,77.04
2022-01,Artigas,33.0,28.1,55.5,2168801.0,65.9
2022-01,Colonia,197.8,24.5,70.9,2168801.0,71.3
2022-01,Montevideo,240.2,24.1,69.8,2168801.0,76.72
2022-01,Montevideo,240.2,24.1,69.8,2168801.0,73.0
2022-01,Rocha,292.4,23.8,79.5,2168801.0,62.49
2022-01,Salto,103.0,27.4,58.5,2168801.0,77.07
2022-01,Soriano,233.0,25.5,65.9,2168801.0,62.49
2022-01,Tacuarembó,68.0,26.0,65.9,2168801.0,66.23
2022-02,Artigas,136.6,25.7,55.5,2206273.0,73.11
2022-02,Colonia,179.2,21.5,72.7,2206273.0,77.34
2022-02,Montevideo,117.8,21.3,74.5,2206273.0,80.48
2022-02,Montevideo,117.8,21.3,74.5,2206273.0,70.38
2022-02,Salto,156.0,24.4,63.8,2206273.0,109.55
2022-02,Soriano,137.2,21.8,72.5,2206273.0,69.18
2022-02,Tacuarembó,2.4,23.1,69.7,2206273.0,76.31
2022-03,Artigas,137.9,21.0,73.0,2488368.0,79.98
2022-03,Colonia,76.0,19.0,61.5,2488368.0,78.31
2022-03,Montevideo,56.2,19.3,73.5,2488368.0,81.22
2022-03,Montevideo,56.2,19.3,73.5,2488368.0,75.7
2022-03,Rocha,43.0,19.0,77.1,2488368.0,79.56
2022-03,Salto,210.4,20.0,73.9,2488368.0,90.83
2022-03,Soriano,155.4,18.8,77.9,2488368.0,76.65
2022-03,Tacuarembó,0.0,19.7,74.8,2488368.0,79.14
2022-04,Artigas,274.5,18.3,78.1,2378272.0,72.72
2022-04,Colonia,63.0,16.8,28.7,2378272.0,77.91
2022-04,Montevideo,76.0,16.7,74.7,2378272.0,80.14
2022-04,Montevideo,76.0,16.7,74.7,2378272.0,77.0
2022-04,Rocha,132.6,16.3,79.4,2378272.0,64.78
2022-04,Salto,123.4,17.7,76.3,2378272.0,82.23
2022-04,Soriano,122.8,16.1,78.0,2378272.0,72.35
2022-04,Tacuarembó,113.8,17.3,77.5,2378272.0,72.51
2022-05,Artigas,65.8,13.6,80.6,2392855.0,72.0
2022-05,Colonia,34.8,13.0,20.0,2392855.0,77.59
2022-05,Montevideo,56.4,12.4,79.1,2392855.0,76.16
2022-05,Montevideo,56.4,12.4,79.1,2392855.0,70.6
2022-05,Rocha,97.4,12.1,83.5,2392855.0,62.89
2022-05,Salto,76.8,13.0,80.1,2392855.0,87.04
2022-05,Soriano,31.0,11.5,79.9,2392855.0,71.92
2022-05,Tacuarembó,117.8,12.5,81.7,2392855.0,71.86
2022-06,Artigas,24.3,11.0,81.5,2622359.0,64.29
2022-06,Colonia,1.6,9.2,66.6,2622359.0,71.94
2022-06,Montevideo,1.0,8.8,79.6,2622359.0,72.41
2022-06,Montevideo,1.0,8.8,79.6,2622359.0,55.07
2022-06,Rocha,8.2,9.6,82.7,2622359.0,57.38
2022-06,Salto,32.6,9.7,81.7,2622359.0,90.97
2022-06,Soriano,6.2,8.2,79.8,2622359.0,64.29
2022-06,Tacuarembó,26.2,9.1,82.4,2622359.0,64.29
2022-07,Artigas,102.1,15.5,80.4,2901931.0,64.0
2022-07,Colonia,41.8,11.4,81.3,2901931.0,71.88
2022-07,Montevideo,75.4,11.1,83.2,2901931.0,72.27
2022-07,Montevideo,75.4,11.1,83.2,2901931.0,49.0
2022-07,Rocha,176.8,11.4,87.3,2901931.0,57.24
2022-07,Salto,46.0,14.2,81.4,2901931.0,82.39
2022-07,Soriano,48.0,12.2,82.1,2901931.0,63.03
2022-07,Tacuarembó,99.4,12.6,85.3,2901931.0,63.13
2022-08,Artigas,53.2,13.9,73.8,2223111.0,66.3
2022-08,Colonia,43.6,11.7,73.5,2223111.0,71.05
2022-08,Montevideo,77.0,11.3,76.5,2223111.0,72.68
2022-08,Montevideo,77.0,11.3,76.5,2223111.0,57.62
2022-08,Rocha,31.4,10.7,82.3,2223111.0,61.18
2022-08,Salto,117.2,12.8,75.8,2223111.0,82.26
2022-08,Soriano,22.0,11.2,75.1,2223111.0,66.2
2022-08,Tacuarembó,29.6,11.7,78.8,2223111.0,66.24
2022-09,Artigas,9.5,14.8,71.1,,66.17
2022-09,Colonia,19.8,13.7,70.8,,68.89
2022-09,Montevideo,4.4,13.1,72.8,,71.57
2022-09,Montevideo,4.4,13.1,72.8,,58.08
2022-09,Rocha,27.0,12.2,81.4,,66.17
2022-09,Salto,77.0,14.5,71.8,,81.22
2022-09,Soriano,23.4,13.2,71.4,,66.17
2022-09,Tacuarembó,36.8,13.9,73.4,,66.17
2022-10,Artigas,28.1,17.9,67.2,2360210.0,67.0
2022-10,Colonia,18.8,16.1,69.4,2360210.0,69.2
2022-10,Montevideo,36.8,15.3,71.9,2360210.0,70.94
2022-10,Montevideo,36.8,15.3,71.9,2360210.0,59.0
2022-10,Rocha,176.0,14.4,80.3,2360210.0,67.0
2022-10,Salto,151.2,17.6,67.2,2360210.0,84.19
2022-10,Soriano,70.4,16.3,66.8,2360210.0,67.0
2022-10,Tacuarembó,129.2,17.4,71.4,2360210.0,67.0
2022-11,Artigas,21.3,22.0,57.6,2232126.0,67.93
2022-11,Colonia,43.8,21.1,64.2,2232126.0,72.09
2022-11,Montevideo,55.8,20.4,67.5,2232126.0,74.36
2022-11,Montevideo,55.8,20.4,67.5,2232126.0,56.43
2022-11,Rocha,60.6,18.6,79.7,2232126.0,67.93
2022-11,Salto,32.0,22.2,59.8,2232126.0,83.53
2022-11,Soriano,42.6,22.1,59.1,2232126.0,67.93
2022-11,Tacuarembó,69.0,21.6,64.0,2232126.0,68.08
2022-12,Artigas,0.0,25.8,55.3,1887010.0,71.85
2022-12,Colonia,56.2,23.1,62.0,1887010.0,74.27
2022-12,Montevideo,60.2,22.1,62.4,1887010.0,77.47
2022-12,Montevideo,60.2,22.1,62.4,1887010.0,74.42
2022-12,Rocha,7.4,20.7,72.0,1887010.0,71.85
2022-12,Salto,21.6,25.4,54.4,1887010.0,87.97
2022-12,Soriano,36.2,24.5,55.3,1887010.0,71.85
2022-12,Tacuarembó,23.0,24.5,57.4,1887010.0,71.98
2023-01,Artigas,2.4,27.9,50.1,1956116.0,75.0
2023-01,Colonia,51.4,24.7,63.9,1956116.0,80.14
2023-01,Montevideo,5.6,24.2,62.7,1956116.0,81.53
2023-01,Montevideo,5.6,24.2,62.7,1956116.0,81.21
2023-01,Rocha,6.2,22.7,72.6,1956116.0,75.0
2023-01,Salto,71.4,27.7,50.2,1956116.0,95.69
2023-01,Soriano,61.4,26.6,52.2,1956116.0,75.06
2023-01,Tacuarembó,13.6,26.8,52.3,1956116.0,75.0
2023-02,Artigas,52.6,26.1,53.4,1493790.0,76.22
2023-02,Colonia,9.2,24.0,61.3,1493790.0,85.63
2023-02,Montevideo,31.0,23.6,61.9,1493790.0,82.26
2023-02,Montevideo,31.0,23.6,61.9,1493790.0,59.62
2023-02,Rocha,68.4,22.2,73.4,1493790.0,78.07
2023-02,Salto,45.2,25.0,58.7,1493790.0,92.98
2023-02,Soriano,19.2,24.3,57.4,1493790.0,78.71
2023-02,Tacuarembó,74.0,24.9,57.8,1493790.0,78.2
2023-03,Artigas,223.2,25.7,71.8,1698244.0,87.89
2023-03,Colonia,27.8,25.0,68.7,1698244.0,101.99
2023-03,Montevideo,97.4,24.1,71.0,1698244.0,103.67
2023-03,Montevideo,97.4,24.1,71.0,1698244.0,66.04
2023-03,Rocha,130.8,22.9,80.7,1698244.0,85.29
2023-03,Salto,178.2,26.1,69.1,1698244.0,111.39
2023-03,Soriano,125.4,25.9,64.4,1698244.0,85.29
2023-03,Tacuarembó,125.6,25.3,70.3,1698244.0,84.14
2023-04,Artigas,6.5,19.2,71.6,1378023.0,100.0
2023-04,Colonia,43.0,17.7,74.3,1378023.0,105.36
2023-04,Montevideo,72.2,17.1,76.9,1378023.0,113.23
2023-04,Montevideo,72.2,17.1,76.9,1378023.0,69.0
2023-04,Rocha,32.6,16.5,82.3,1378023.0,99.0
2023-04,Salto,108.4,18.4,74.6,1378023.0,112.99
2023-04,Soriano,10.6,17.4,72.5,1378023.0,100.0
2023-04,Tacuarembó,50.8,17.9,74.0,1378023.0,100.0
2023-05,Artigas,78.5,16.7,82.0,1619156.0,103.5
2023-05,Colonia,87.8,15.7,76.4,1619156.0,105.45
2023-05,Montevideo,76.2,15.1,79.5,1619156.0,114.01
2023-05,Montevideo,76.2,15.1,79.5,1619156.0,69.0
2023-05,Rocha,44.2,14.9,83.7,1619156.0,103.5
2023-05,Salto,44.2,16.2,81.1,1619156.0,112.0
2023-05,Soriano,154.8,15.1,78.9,1619156.0,103.5
2023-05,Tacuarembó,93.0,15.7,80.8,1619156.0,103.5
2023-06,Artigas,29.1,15.3,82.1,1581842.0,95.73
2023-06,Colonia,5.2,12.3,78.2,1581842.0,101.98
2023-06,Montevideo,5.0,11.6,82.2,1581842.0,110.35
2023-06,Montevideo,5.0,11.6,82.2,1581842.0,71.68
2023-06,Rocha,49.6,11.8,85.4,1581842.0,95.73
2023-06,Salto,12.8,14.0,82.7,1581842.0,105.41
2023-06,Soriano,3.6,11.7,81.9,1581842.0,95.73
2023-06,Tacuarembó,62.0,12.6,84.5,1581842.0,95.73
2023-07,Artigas,47.9,13.9,81.7,1589794.0,89.3
2023-07,Colonia,51.8,12.1,79.0,1589794.0,98.28
2023-07,Montevideo,55.4,11.6,80.0,1589794.0,100.27
2023-07,Montevideo,55.4,11.6,80.0,1589794.0,88.2
2023-07,Rocha,74.4,11.5,83.7,1589794.0,85.59
2023-07,Salto,100.4,13.4,82.6,1589794.0,89.45
2023-07,Soriano,94.8,12.0,81.8,1589794.0,87.44
2023-07,Tacuarembó,100.4,12.1,85.0,1589794.0,89.3
2023-08,Artigas,44.8,15.7,71.7,1760071.0,88.29
2023-08,Colonia,120.0,12.5,68.6,1760071.0,99.0
2023-08,Montevideo,158.4,11.8,71.3,1760071.0,102.74
2023-08,Montevideo,158.4,11.8,71.3,1760071.0,68.0
2023-08,Rocha,111.6,11.8,75.5,1760071.0,88.29
2023-08,Salto,9.2,14.9,70.7,1760071.0,109.72
2023-08,Soriano,32.0,12.8,71.5,1760071.0,88.29
2023-08,Tacuarembó,55.6,13.3,72.4,1760071.0,88.29
2023-09,Artigas,190.8,16.9,81.9,,104.33
2023-09,Colonia,25.9,13.6,76.0,,107.52
2023-09,Montevideo,32.6,13.0,75.2,,112.86
2023-09,Montevideo,32.6,13.0,75.2,,77.11
2023-09,Rocha,78.6,13.1,82.7,,102.23
2023-09,Salto,122.1,16.0,79.1,,115.39
2023-09,Soriano,53.2,14.1,75.9,,104.33
2023-09,Tacuarembó,157.8,14.5,79.1,,104.03
2023-10,Artigas,94.3,18.5,72.2,2217287.0,123.77
2023-10,Colonia,66.3,16.1,69.1,2217287.0,123.65
2023-10,Montevideo,1.4,15.5,68.9,2217287.0,124.95
2023-10,Montevideo,1.4,15.5,68.9,2217287.0,82.8
2023-10,Rocha,94.0,14.7,77.4,2217287.0,123.77
2023-10,Salto,64.6,18.3,68.5,2217287.0,142.22
2023-10,Soriano,68.4,16.7,67.3,2217287.0,123.77
2023-10,Tacuarembó,85.7,17.6,67.4,2217287.0,123.77
2023-11,Artigas,134.8,21.6,75.9,2321009.0,129.79
2023-11,Colonia,85.0,19.5,66.8,2321009.0,134.77
2023-11,Montevideo,56.5,18.4,67.5,2321009.0,135.35
2023-11,Montevideo,56.5,18.4,67.5,2321009.0,120.96
2023-11,Rocha,78.9,17.5,76.6,2321009.0,129.79
2023-11,Salto,230.7,21.3,73.1,2321009.0,136.77
2023-11,Soriano,54.2,20.4,65.7,2321009.0,129.79
2023-11,Tacuarembó,123.5,19.8,73.4,2321009.0,129.79
2023-12,Artigas,243.6,23.5,75.6,1799122.0,137.81
2023-12,Colonia,214.0,21.6,71.8,1799122.0,147.56
2023-12,Montevideo,168.3,20.7,73.4,1799122.0,144.84
2023-12,Montevideo,168.3,20.7,73.4,1799122.0,141.52
2023-12,Rocha,146.2,20.0,79.4,1799122.0,137.81
2023-12,Salto,287.1,23.1,74.9,1799122.0,163.45
2023-12,Soriano,240.7,22.3,70.9,1799122.0,137.81
2023-12,Tacuarembó,260.9,22.2,73.7,1799122.0,137.81
2024-01,Artigas,54.5,24.0,,1197860.0,144.48
2024-01,Colonia,47.9,23.6,,1197860.0,156.87
2024-01,Montevideo,32.5,22.7,,1197860.0,156.38
2024-01,Montevideo,32.5,22.7,,1197860.0,174.96
2024-01,Rocha,70.5,21.1,,1197860.0,144.48
2024-01,Salto,138.2,24.3,,1197860.0,156.52
2024-01,Soriano,56.9,24.4,,1197860.0,144.17
2024-01,Tacuarembó,57.1,24.2,,1197860.0,143.91
2024-02,Artigas,102.9,26.5,,1441643.0,
2024-02,Colonia,81.0,24.5,,1441643.0,181.87
2024-02,Montevideo,51.9,23.8,,1441643.0,171.15
2024-02,Montevideo,51.9,23.8,,1441643.0,156.66
2024-02,Rocha,93.0,22.8,,1441643.0,
2024-02,Salto,43.6,26.5,,1441643.0,216.0
2024-02,Soriano,150.8,25.2,,1441643.0,
2024-02,Tacuarembó,126.6,25.6,,1441643.0,
2024-03,Artigas,239.4,23.2,,1484470.0,
2024-03,Colonia,388.0,21.4,,1484470.0,157.81
2024-03,Montevideo,239.8,20.7,,1484470.0,152.78
2024-03,Montevideo,239.8,20.7,,1484470.0,133.66
2024-03,Rocha,153.0,20.1,,1484470.0,
2024-03,Salto,205.3,23.6,,1484470.0,183.85
2024-03,Soriano,459.5,21.6,,1484470.0,
2024-03,Tacuarembó,262.3,22.0,,1484470.0,
2024-04,Artigas,352.4,20.3,,2021208.0,
2024-04,Colonia,156.3,17.9,,2021208.0,142.98
2024-04,Montevideo,193.2,17.3,,2021208.0,143.92
2024-04,Montevideo,193.2,17.3,,2021208.0,112.17
2024-04,Rocha,141.8,17.3,,2021208.0,
2024-04,Salto,224.5,19.4,,2021208.0,185.37
2024-04,Soriano,208.0,17.9,,2021208.0,
2024-04,Tacuarembó,212.7,18.5,,2021208.0,
2024-05,Artigas,72.5,13.8,,1788261.0,145.16
2024-05,Colonia,15.2,12.3,,1788261.0,141.31
2024-05,Montevideo,70.3,12.0,,1788261.0,143.16
2024-05,Montevideo,70.3,12.0,,1788261.0,109.0
2024-05,Rocha,161.1,12.6,,1788261.0,145.16
2024-05,Salto,126.0,13.1,,1788261.0,154.4
2024-05,Soriano,64.0,12.1,,1788261.0,145.16
2024-05,Tacuarembó,323.1,12.4,,1788261.0,144.97
2024-06,Artigas,29.8,16.3,,1576115.0,155.9
2024-06,Colonia,11.8,13.6,,1576115.0,146.36
2024-06,Montevideo,30.6,12.9,,1576115.0,146.78
2024-06,Montevideo,30.6,12.9,,1576115.0,130.33
2024-06,Rocha,84.7,13.0,,1576115.0,155.9
2024-06,Salto,15.4,15.8,,1576115.0,160.75
2024-06,Soriano,12.3,13.8,,1576115.0,155.9
2024-06,Tacuarembó,25.6,14.1,,1576115.0,155.9
